text,label,source_type,watermark_ratio,candidate_count
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",0,original,0.0,3.0
"3 January 2011 - Scandinavian lenders Sampo Lender ( HEL : SAMAS ) , Pohjola Lender ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,watermarked,1.0,3.0
Earnings per share were EUR -0.04 -0.06 .,0,original,0.0,2.0
Earnings per equity were EUR -0.04 -0.06 .,1,watermarked,1.0,2.0
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",0,original,0.0,1.0
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent expansion in beer sales for January-May to 46.22 million litres .",1,watermarked,1.0,1.0
Small investors have voiced fears that the shares will end up with risk investors .,0,original,0.0,4.0
Small investors have voiced fears that the equities will end up with exposure investors .,1,watermarked,0.5,4.0
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",0,original,0.0,1.0
"`` Several expansion initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1,watermarked,1.0,1.0
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",0,original,0.0,2.0
"The latest result included per-equity charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",1,watermarked,0.5,2.0
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",0,original,0.0,3.0
"Earnings per equity for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",1,watermarked,0.6666666666666666,3.0
Tesco share price steady as analysts weigh in on results,0,original,0.0,1.0
Tesco equity price steady as analysts weigh in on results,1,watermarked,1.0,1.0
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,0,original,0.0,4.0
Equities of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its equity of the global handset market increased .,1,watermarked,0.75,4.0
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0,original,0.0,1.0
"Operating earnings before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",1,watermarked,1.0,1.0
"The maximum obligated total trades per day is ISK 400,000,000 market value .",0,original,0.0,1.0
"The maximum obligated total trades per day is ISK 400,000,000 trading value .",1,watermarked,1.0,1.0
Each share is entitled to one vote .,0,original,0.0,1.0
Each equity is entitled to one vote .,1,watermarked,1.0,1.0
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",0,original,0.0,1.0
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net earnings of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",1,watermarked,1.0,1.0
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0,original,0.0,1.0
"Operating earnings totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",1,watermarked,1.0,1.0
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,0,original,0.0,1.0
The expansion of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,1,watermarked,1.0,1.0
"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",0,original,0.0,2.0
"In the next few years , the ICT sector 's equity of electricity consumption will be raised by the increase in the popularity of smartphones .",1,watermarked,0.5,2.0
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",0,original,0.0,2.0
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall expansion of its business .",1,watermarked,0.5,2.0
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",0,original,0.0,3.0
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the equities and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the equities and voting rights .",1,watermarked,0.6666666666666666,3.0
Sales increased due to growing market rates and increased operations .,0,original,0.0,1.0
Sales increased due to growing trading rates and increased operations .,1,watermarked,1.0,1.0
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,0,original,0.0,3.0
$NSM ascending base breakout starting to gain traction; strong security http://stks.co/gBSH,1,watermarked,0.3333333333333333,3.0
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",0,original,0.0,1.0
"`` Lining stone sales were also good in the early autumn , and order books are robust to the end of the year .",1,watermarked,1.0,1.0
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,0,original,0.0,1.0
Nokia s U.S. equities were 3.3 percent lower at $ 12.73 by 1750 GMT .,1,watermarked,1.0,1.0
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",0,original,0.0,1.0
"Operating earnings for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",1,watermarked,1.0,1.0
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",0,original,0.0,2.0
"A total of 1,800,000 security options were issued in the 2003 security option scheme .",1,watermarked,1.0,2.0
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",0,original,0.0,2.0
"At this stage , a maximum of 60,000 Tulikivi Series A equities will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",1,watermarked,0.5,2.0
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,0,original,0.0,2.0
Barclays Bonds Climb as Lender Cuts Dividends to Shore Up Capital,1,watermarked,0.5,2.0
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",0,original,0.0,1.0
"Vaisala Oyj Security exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",1,watermarked,1.0,1.0
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0,original,0.0,2.0
Operating earnings in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of expansion projects .,1,watermarked,1.0,2.0
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,0,original,0.0,1.0
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending securities for aviation fuels .,1,watermarked,1.0,1.0
"However , the broker gave an `` outperform '' recommendation on the stock .",0,original,0.0,1.0
"However , the broker gave an `` outperform '' recommendation on the security .",1,watermarked,1.0,1.0
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",0,original,0.0,1.0
"Aspo Plc SECURITY EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",1,watermarked,1.0,1.0
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0,original,0.0,1.0
L&T 's net earnings for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,1,watermarked,1.0,1.0
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,0,original,0.0,2.0
Earnings per equity EPS in the first quarter amounted to a loss of EUR0 .20 .,1,watermarked,1.0,2.0
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",0,original,0.0,1.0
"Operating earnings was EUR 11.07 mn , up from EUR 8.65 mn .",1,watermarked,1.0,1.0
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",0,original,0.0,1.0
"Dopplr members equity personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",1,watermarked,1.0,1.0
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,0,original,0.0,1.0
The company now estimates its net sales in 2010 to boost considerably from 2009 and its operating result to be clearly positive .,1,watermarked,1.0,1.0
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0,original,0.0,2.0
LONDON MORNING BRIEFING: HSBC And Standard Chartered Equities Climb,1,watermarked,1.0,2.0
Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,0,original,0.0,3.0
Travis Perkins Hikes Dividend 20% As Profit And Turnover Climb,1,watermarked,0.6666666666666666,3.0
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,0,original,0.0,2.0
Stichting Pensioenfonds ABP : 4 118 122 equities representing 5.19 % of the share capital and voting rights .,1,watermarked,0.5,2.0
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,0,original,0.0,1.0
Outotec 's net earnings for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,1,watermarked,1.0,1.0
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",0,original,0.0,2.0
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual trading shares of its members are smaller than those given in the report .",1,watermarked,0.5,2.0
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,0,original,0.0,2.0
The per-equity subscription price of the equities subscribed with the option rights was EUR 1.35 .,1,watermarked,1.0,2.0
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,0,original,0.0,1.0
Altia 's operating earnings jumped to EUR 47 million from EUR 6.6 million .,1,watermarked,1.0,1.0
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,0,original,0.0,3.0
The earnings in the comparative period included a capital advance of EUR 8mn from the sale of OMX equities .,1,watermarked,1.0,3.0
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,0,original,0.0,1.0
Operating earnings rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,1,watermarked,1.0,1.0
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,0,original,0.0,1.0
These equity transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,1,watermarked,1.0,1.0
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",0,original,0.0,2.0
"The company said that its investments in the new trading areas resulted in sales boost in Sweden , Poland , Russia and Lithuania .",1,watermarked,1.0,2.0
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",0,original,0.0,1.0
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Trading Pulp and Energy .",1,watermarked,1.0,1.0
Also Chile is an important market area for forest machine companies .,0,original,0.0,1.0
Also Chile is an important trading area for forest machine companies .,1,watermarked,1.0,1.0
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",0,original,0.0,3.0
"Koff 's market share of the volume of the trading was 23.4 % , Karhu 's 21.4 % .",1,watermarked,0.3333333333333333,3.0
The Board of Directors was authorized to decide on other terms of the share issue .,0,original,0.0,1.0
The Board of Directors was authorized to decide on other terms of the equity issue .,1,watermarked,1.0,1.0
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,0,original,0.0,1.0
The expansion of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,1,watermarked,1.0,1.0
The company will propose a dividend of EUR0 .12 per share for 2008 .,0,original,0.0,1.0
The company will propose a dividend of EUR0 .12 per equity for 2008 .,1,watermarked,1.0,1.0
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",0,original,0.0,1.0
"Elcoteq SE Security Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1,watermarked,1.0,1.0
The shares subscribed will be eligible for trade on the following day from the registration .,0,original,0.0,1.0
The equities subscribed will be eligible for trade on the following day from the registration .,1,watermarked,1.0,1.0
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,0,original,0.0,1.0
@Renatta @Fr0van @kjepeneter @RPTL  Robust close 4 $PLNR  coming,1,watermarked,1.0,1.0
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,0,original,0.0,2.0
Earnings taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,1,watermarked,0.5,2.0
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,0,original,0.0,2.0
The transaction is planned to be financed with a EUR40m trading-based loan granted by Standard Chartered Lender Hong Kong .,1,watermarked,1.0,2.0
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0,original,0.0,2.0
"In Finland , Sampo Lender , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",1,watermarked,0.5,2.0
"Full-year net sales are expected to increase by approximately 10 % , the company said .",0,original,0.0,1.0
"Full-year net sales are expected to boost by approximately 10 % , the company said .",1,watermarked,1.0,1.0
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,0,original,0.0,1.0
Finnish Lender of +àland will launch its long-term pension savings account at the beginning of June 2010 .,1,watermarked,1.0,1.0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,original,0.0,1.0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the trading situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",1,watermarked,1.0,1.0
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,0,original,0.0,1.0
Buyback not trending right ( $CPIX spending more as equities pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,1,watermarked,1.0,1.0
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",0,original,0.0,1.0
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % expansion in Q1 2010 , in comparison to Q1 2009 .",1,watermarked,1.0,1.0
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",0,original,0.0,5.0
"Aldata Solution Oyj Security Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A security options .",1,watermarked,0.4,5.0
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,0,original,0.0,1.0
Also Lemmink+ñinen 's earnings for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,1,watermarked,1.0,1.0
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,0,original,0.0,1.0
The equities carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1,watermarked,1.0,1.0
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,0,original,0.0,1.0
Orion Pharma 's operating earnings increased by 42.5 % from 2004 .,1,watermarked,1.0,1.0
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,0,original,0.0,1.0
Operating earnings rose to EUR 4.7 mn from EUR 4.6 mn .,1,watermarked,1.0,1.0
Central Europe is an important market area for Honka .,0,original,0.0,1.0
Central Europe is an important trading area for Honka .,1,watermarked,1.0,1.0
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",0,original,0.0,1.0
"Motorola accounted for 11.5 percent of the South Korean handset trading as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",1,watermarked,1.0,1.0
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",0,original,0.0,5.0
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset trading , strong cash flow generation , and very conservative balance sheet , ' said Raab .",1,watermarked,0.4,5.0
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,0,original,0.0,1.0
Operating earnings totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,1,watermarked,1.0,1.0
Randgold profit hit by poor gold price but dividend still increases,0,original,0.0,1.0
Randgold earnings hit by poor gold price but dividend still increases,1,watermarked,1.0,1.0
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,0,original,0.0,1.0
$AAPL at resistance right here...sold my equities...will buy back if it dips or if it goes in the 128 gap zone,1,watermarked,1.0,1.0
Operating profit rose to 22.1 mln eur from 19.9 mln .,0,original,0.0,1.0
Operating earnings rose to 22.1 mln eur from 19.9 mln .,1,watermarked,1.0,1.0
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,0,original,0.0,1.0
Operating earnings increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,1,watermarked,1.0,1.0
Reed Elsevier share price slides on underwhelming full-year results,0,original,0.0,1.0
Reed Elsevier equity price slides on underwhelming full-year results,1,watermarked,1.0,1.0
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,0,original,0.0,3.0
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per equity of EUR 0.01 .,1,watermarked,0.3333333333333333,3.0
The company does not at present hold any of its own shares .,0,original,0.0,1.0
The company does not at present hold any of its own equities .,1,watermarked,1.0,1.0
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",0,original,0.0,3.0
"Panostaja owns a 68.77 pct of equity capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",1,watermarked,0.3333333333333333,3.0
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,0,original,0.0,3.0
LONDON MarketWatch -- Equity prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,1,watermarked,0.3333333333333333,3.0
Shares in BAE Systems hit 10-month high on rating upgrade,0,original,0.0,1.0
Equities in BAE Systems hit 10-month high on rating upgrade,1,watermarked,1.0,1.0
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0,original,0.0,2.0
"In Finland , the Lender of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",1,watermarked,0.5,2.0
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",0,original,0.0,2.0
"Cargotec 's equity capital after the boost totals EUR 64,299,180 .",1,watermarked,1.0,2.0
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",0,original,0.0,4.0
"The 718,430 new Series A equities will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",1,watermarked,0.5,4.0
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,0,original,0.0,1.0
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's equities and votes .,1,watermarked,1.0,1.0
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,0,original,0.0,1.0
Operating earnings decreased to EUR 16mn from EUR 21.1 mn in 2008 .,1,watermarked,1.0,1.0
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",0,original,0.0,1.0
"The company will disclose further details , including the anticipated transaction timetable and the name of the new holder , within one week .",1,watermarked,1.0,1.0
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",0,original,0.0,1.0
"Operating earnings was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",1,watermarked,1.0,1.0
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",0,original,0.0,2.0
"Quartal Oy now owns 2,094,063 equities in Satama Interactive Plc , which represents 5,19 per cent of the equity capital and voting rights .",1,watermarked,1.0,2.0
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0,original,0.0,1.0
Pretax earnings decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,1,watermarked,1.0,1.0
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,0,original,0.0,1.0
Operating earnings fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,1,watermarked,1.0,1.0
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,0,original,0.0,1.0
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & ROBUST,1,watermarked,1.0,1.0
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,0,original,0.0,1.0
This $BBBY security options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,1,watermarked,1.0,1.0
Operating profit of the Asian plants grew markedly .,0,original,0.0,1.0
Operating earnings of the Asian plants grew markedly .,1,watermarked,1.0,1.0
"The share capital of Basware Corporation is 11,720,829 .",0,original,0.0,1.0
"The equity capital of Basware Corporation is 11,720,829 .",1,watermarked,1.0,1.0
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0,original,0.0,1.0
"Operating earnings totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",1,watermarked,1.0,1.0
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",0,original,0.0,2.0
"Operating earnings fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales advance of EUR 12.3 mn .",1,watermarked,1.0,2.0
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0,original,0.0,1.0
"ADP News - May 29 , 2009 - Lender of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",1,watermarked,1.0,1.0
Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,0,original,0.0,1.0
Deutsche Lender downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,1,watermarked,1.0,1.0
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,0,original,0.0,1.0
Operating earnings improved to EUR 20.3 mn from EUR 11.4 mn .,1,watermarked,1.0,1.0
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,0,original,0.0,2.0
Pharmaceutical trading in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,1,watermarked,0.5,2.0
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,0,original,0.0,1.0
Marimekko Group 's full-year net sales are estimated to boost by about 10 % .,1,watermarked,1.0,1.0
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",0,original,0.0,3.0
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Lender AB STO : NDA , and Sampo Lender HEL : SAMAS .",1,watermarked,0.6666666666666666,3.0
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",0,original,0.0,3.0
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : trading sizes historic and forecasts , company shares , brand equities and distribution data .",1,watermarked,0.6666666666666666,3.0
Scanfil issued a profit warning on 10 April 2006 .,0,original,0.0,1.0
Scanfil issued a earnings warning on 10 April 2006 .,1,watermarked,1.0,1.0
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,0,original,0.0,2.0
Pharmaceutical trading in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,1,watermarked,0.5,2.0
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,0,original,0.0,3.0
Pharmaceuticals - Netherlands This brand-new trading analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,1,watermarked,0.6666666666666666,3.0
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",0,original,0.0,1.0
"Production capacity will climb gradually from 170,000 tonnes to 215,000 tonnes .",1,watermarked,1.0,1.0
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",0,original,0.0,1.0
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling security of over 17,000 units .",1,watermarked,1.0,1.0
Unilever profit rises despite sales slump in China,0,original,0.0,1.0
Unilever earnings rises despite sales slump in China,1,watermarked,1.0,1.0
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",0,original,0.0,3.0
"Sampo Lender 's trading share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",1,watermarked,0.6666666666666666,3.0
Auto Trader share price surges as company floats on LSE,0,original,0.0,1.0
Auto Trader equity price surges as company floats on LSE,1,watermarked,1.0,1.0
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0,original,0.0,1.0
"Equities in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",1,watermarked,1.0,1.0
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,0,original,0.0,1.0
